ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,nivelEscalamiento,UserInfo,tiempoResolucion
10660,Vandalismo,14-03-2024,Cerrada,['916-94-2544'],['11102'],Bajo,"[['Juan Manuel Planas', 'clemente97@hotmail.com', '+34705099795']]",15.0
10661,Vandalismo,30-05-2024,Abierta,['999-71-3548'],['668'],Bajo,"[['Gisela Bolaños Malo', 'tere75@gmail.com', '+34604590960']]",16.0
10662,Rotura,01-10-2024,Abierta,['082-44-2527'],['3579'],Bajo,"[['Guiomar Falcón Pons', 'luisa86@yahoo.com', '+34748207095']]",-1.0
10663,Vandalismo,22-01-2024,Abierta,['606-94-7939'],['115'],Bajo,"[['Luis Miguel Bellido Gras', 'isidoraanton@gmail.com', '+34961652289']]",232.0
10664,Vandalismo,07-04-2024,Cerrada,['224-09-0822'],['3600'],Bajo,"[['Mercedes Aliaga Arnau', 'paula75@gmail.com', '+34721749203']]",-1.0
10665,Desgaste,28-12-2023,Cerrada,['809-87-3735'],['12979'],Bajo,"[['Bruno Quirós Saura', 'valerocasanovas@fuente-querol.com', '+34739374497']]",203.0
10666,Rotura,17-09-2024,Abierta,['282-69-2115'],['14079'],Bajo,"[['Marcela Durán Cabanillas', 'isaac06@luz-manzano.com', '+34724517090']]",-1.0
10667,Mal funcionamiento,01-04-2024,Cerrada,['890-59-7627'],"['11527', '11716']",Bajo,"[['Fernando Mayol Albero', 'bartolome59@trujillo.org', '+34974589637']]",157.0
10668,Desgaste,23-07-2024,Abierta,['422-32-2591'],"['4754', '9625', '11235']",Bajo,"[['Humberto Del Expósito', 'veronicabarros@gmail.com', '+34727226697']]",-1.0
10669,Desgaste,06-05-2024,Cerrada,['766-48-1810'],"['3736', '4240']",Bajo,"[['Antonia Solé', 'fjordan@losa.es', '+34943247561']]",153.0
10670,Desgaste,08-07-2024,Cerrada,['298-94-6615'],['13777'],Bajo,"[['Viviana Perea', 'tmorillo@ripoll-gordillo.com', '+34698018541']]",-1.0
10671,Mal funcionamiento,29-02-2024,Abierta,['190-67-1929'],['2001'],Bajo,"[['Ágata Batlle Ruano', 'cifuentessandra@gmail.com', '+34714522894']]",-1.0
10672,Rotura,22-07-2024,Cerrada,['749-15-8653'],['2244'],Bajo,"[['Etelvina Ramirez Bernad', 'odalysbartolome@carro.es', '+34745441713']]",-1.0
10673,Mal funcionamiento,21-05-2024,Abierta,['039-83-1833'],['9684'],Bajo,"[['Bernardo Aroca Barranco', 'sofiaprats@bellido-polo.net', '+34914891105']]",67.0
10674,Desgaste,11-05-2023,Abierta,['078-16-1528'],['11715'],Bajo,"[['Teodora Torre Tello', 'clarisaandrade@huguet.com', '+34733873567']]",381.0
10675,Vandalismo,19-07-2024,Cerrada,['865-87-9946'],['14414'],Bajo,"[['Calixto Valverde-blázquez', 'plinio78@hotmail.com', '+34659083497']]",80.0
10676,Vandalismo,22-07-2024,Cerrada,['804-88-2061'],['8298'],Bajo,"[['Benito Pineda Vilanova', 'prietosergio@baez.es', '+34716896127']]",-1.0
10677,Vandalismo,01-03-2024,Abierta,['058-64-7627'],"['1246', '14647']",Bajo,"[['Mohamed Geraldo Camps Prado', 'saavedrachucho@granados.es', '+34727580492']]",107.0
10678,Vandalismo,07-05-2024,Abierta,['216-83-9683'],['968'],Bajo,"[['Nacho Rafa Sainz Rebollo', 'cosmemoreno@melendez.es', '+34731807744']]",-1.0
10679,Mal funcionamiento,22-12-2023,Cerrada,['812-26-8216'],"['2537', '10211']",Bajo,"[['Montserrat De Artigas', 'sevillaleocadia@yahoo.com', '+34746045556']]",200.0
10680,Vandalismo,26-11-2023,Abierta,['277-07-0790'],['9839'],Bajo,"[['María Jesús Del Vendrell', 'chusbarrera@carlos-caro.org', '+34828621718']]",75.0
10681,Mal funcionamiento,02-11-2023,Cerrada,['151-50-0306'],['2622'],Bajo,"[['Bruno Olivé Ferrán', 'blascoguillermo@gmail.com', '+34736028408']]",204.0
10682,Desgaste,29-11-2023,Cerrada,['654-13-0068'],['2803'],Bajo,"[['Viviana Díez Fuertes', 'ana-sofia62@bernal.es', '+34830048356']]",139.0
10683,Rotura,15-04-2024,Abierta,['633-57-9970'],['9323'],Bajo,"[['Marco Torrent Poza', 'pintorisaias@gmail.com', '+34703543405']]",9.0
10684,Vandalismo,09-02-2024,Cerrada,['292-80-4682'],['6770'],Bajo,"[['Xavier Puerta Criado', 'roque01@quesada.net', '+34707924435']]",212.0
10685,Desgaste,09-02-2024,Cerrada,['022-91-1182'],['3773'],Bajo,"[['Lilia Del Fernández', 'maria-cristinaariza@hotmail.com', '+34702409607']]",-1.0
10686,Rotura,18-10-2023,Cerrada,['931-10-8566'],['6363'],Bajo,"[['Reynaldo Del Sanabria', 'fabiola95@yahoo.com', '+34899938939']]",184.0
10687,Mal funcionamiento,11-10-2024,Abierta,['384-19-6307'],['11568'],Bajo,"[['Hermenegildo Lastra', 'bibiana84@hotmail.com', '+34697196618']]",-1.0
10688,Mal funcionamiento,24-02-2024,Abierta,['857-60-8494'],['1906'],Bajo,"[['Regina Ayuso Ortiz', 'mendozajose-mari@navas.org', '+34708916512']]",-1.0
10689,Vandalismo,20-12-2023,Abierta,['226-14-6457'],['14306'],Bajo,"[['Jose Ramón Rosario Barba Andrés', 'ambrosiolledo@hotmail.com', '+34622641280']]",228.0
10690,Vandalismo,10-09-2024,Cerrada,['242-83-2992'],['13614'],Bajo,"[['África Cózar-nogués', 'jtoledo@jordan-domingo.es', '+34718085772']]",-1.0
10691,Mal funcionamiento,09-03-2024,Cerrada,['259-29-1250'],['13903'],Bajo,"[['Francisca Del Díez', 'maria-pilarsierra@ibanez.es', '+34805164109']]",83.0
10692,Vandalismo,21-09-2024,Cerrada,['753-53-8828'],['4454'],Bajo,"[['Vilma Juan', 'ariadna88@valle.es', '+34856167294']]",-1.0
10693,Desgaste,25-09-2024,Abierta,['252-10-7073'],['3252'],Bajo,"[['Gaspar Albero Pavón', 'sreal@coll.com', '+34707947792']]",-1.0
10694,Desgaste,23-04-2024,Cerrada,['886-07-3927'],['10589'],Bajo,"[['Balduino Clavero Acevedo', 'rpont@corbacho.es', '+34693475159']]",122.0
10695,Vandalismo,28-01-2024,Abierta,['722-20-9177'],['9529'],Bajo,"[['Aroa Arroyo Urrutia', 'davilaalondra@gmail.com', '+34693755668']]",-1.0
10696,Mal funcionamiento,26-10-2023,Cerrada,['377-81-1109'],['11876'],Bajo,"[['Óscar Del Torrecilla', 'cecilia44@gonzalez.com', '+34720664264']]",46.0
10697,Desgaste,11-07-2024,Abierta,['169-46-3262'],"['1044', '3277', '10494', '13144']",Bajo,"[['Georgina Juárez Palma', 'pepitacabrera@garrido.es', '+34700082167']]",44.0
10698,Rotura,18-02-2024,Abierta,['148-30-2831'],['7484'],Bajo,"[['Octavia Del Ruano', 'rosalina91@salom.es', '+34716547223']]",60.0
10699,Vandalismo,15-08-2024,Cerrada,['890-88-8482'],"['9553', '14105']",Bajo,"[['Alejo Sanjuan-vilanova', 'ngargallo@gmail.com', '+34727404335']]",-1.0
10700,Mal funcionamiento,09-04-2024,Abierta,['881-65-0567'],['14072'],Bajo,"[['Eligia Vicens-quiroga', 'visitacionchamorro@yahoo.com', '+34641595246']]",140.0
10701,Vandalismo,28-07-2024,Abierta,['125-27-4955'],['8990'],Bajo,"[['Ana Arana Aguiló', 'fito36@gmail.com', '+34710335181']]",-1.0
10702,Mal funcionamiento,20-04-2024,Cerrada,['840-00-9227'],['8108'],Bajo,"[['Moreno Sarabia Melero', 'dmoreno@gmail.com', '+34726702406']]",-1.0
10703,Rotura,15-07-2024,Abierta,['613-36-3102'],"['5530', '11294']",Bajo,"[['Mireia Raya Robles', 'ncadenas@hotmail.com', '+34820553873']]",-1.0
10704,Rotura,02-12-2023,Abierta,['506-26-7869'],['4688'],Bajo,"[['Edu José María Ribes Carrasco', 'cabezastere@lledo.es', '+34829297119']]",306.0
10705,Vandalismo,22-11-2023,Cerrada,['270-62-4905'],['12520'],Bajo,"[['Nacio Blanca', 'walmazan@gmail.com', '+34745657684']]",179.0
10706,Vandalismo,06-09-2024,Cerrada,['737-18-3401'],['7860'],Bajo,"[['Fortunato Hernandez Barranco', 'garateflorina@borrell-prat.org', '+34738603265']]",24.0
10707,Vandalismo,08-09-2024,Cerrada,['093-63-3055'],['617'],Bajo,"[['Juliana Pardo Blanca', 'eacedo@gmail.com', '+34709917223']]",-1.0
10708,Vandalismo,29-10-2023,Cerrada,['262-26-3855'],['9959'],Bajo,"[['Baltasar Toro Cardona', 'ruanoflorencio@yahoo.com', '+34738011286']]",250.0
10709,Desgaste,20-07-2024,Abierta,['557-22-1501'],['10849'],Bajo,"[['Lino Del Aguiló', 'zluna@paz.es', '+34708333593']]",-1.0
10710,Rotura,15-12-2023,Abierta,['823-12-8563'],['4057'],Bajo,"[['Natanael Franco Aragonés', 'npablo@gmail.com', '+34736569949']]",-1.0
10711,Desgaste,23-06-2024,Cerrada,['394-36-7788'],['2449'],Bajo,"[['Jenaro Alberola Portillo', 'carbonellluisa@gmail.com', '+34715795722']]",-1.0
10712,Mal funcionamiento,20-05-2024,Abierta,['552-84-7359'],['11472'],Bajo,"[['Maribel Del Múgica', 'cervantesester@yahoo.com', '+34739360979']]",-1.0
10713,Desgaste,08-12-2023,Abierta,['095-24-9216'],['4347'],Bajo,"[['Gilberto Ferrer', 'mrobledo@gmail.com', '+34721133124']]",46.0
10714,Rotura,04-03-2024,Cerrada,['638-78-3442'],"['4183', '6474', '13565']",Bajo,"[['Brígida Bolaños-enríquez', 'puigyessica@cabrera.com', '+34732687489']]",162.0
10715,Rotura,12-08-2023,Abierta,['484-17-8681'],"['12302', '14772']",Bajo,"[['Ámbar Paz Teruel Cabezas', 'azucenaarco@hotmail.com', '+34739211732']]",230.0
10716,Mal funcionamiento,07-12-2024,Abierta,['711-62-2333'],['9623'],Bajo,"[['Alondra Morata Mulet', 'yagoamo@armengol-tamayo.com', '+34606577423']]",-1.0
10717,Mal funcionamiento,04-06-2024,Cerrada,['895-59-3506'],"['2215', '4205']",Bajo,"[['Octavio Tejedor', 'santosluz@benavides-alcantara.es', '+34718492574']]",100.0
10718,Desgaste,02-07-2024,Abierta,['475-71-2235'],['13791'],Bajo,"[['Epifanio Lillo Cordero', 'zbeltran@santos-carro.es', '+34709720694']]",-1.0
10719,Vandalismo,22-10-2023,Cerrada,['909-71-8759'],['5159'],Bajo,"[['Máximo Torres Piquer', 'severoteruel@yahoo.com', '+34721854532']]",114.0
10720,Rotura,11-04-2024,Abierta,['033-92-3344'],"['2168', '4267', '5472']",Bajo,"[['Fulgencio Carretero Figueroa', 'sjuan@yahoo.com', '+34722579707']]",170.0
10721,Vandalismo,12-02-2024,Cerrada,['055-89-3902'],['11094'],Bajo,"[['Lorenza Burgos Huertas', 'zuria@hotmail.com', '+34746934059']]",-1.0
10722,Rotura,05-03-2024,Abierta,['388-83-3575'],['5378'],Bajo,"[['Esperanza Del Robles', 'fidel77@hotmail.com', '+34725573570']]",30.0
10723,Desgaste,27-03-2024,Abierta,['522-46-7100'],['4806'],Bajo,"[['Miriam Casanova Montoya', 'evilanova@hotmail.com', '+34708569091']]",-1.0
10724,Mal funcionamiento,11-08-2024,Cerrada,['454-29-9781'],"['3344', '3661']",Bajo,"[['Apolinar Martín Lucena', 'guillenjuan-carlos@ocana.com', '+34743955439']]",-1.0
10725,Mal funcionamiento,09-04-2024,Abierta,['982-21-4376'],"['2190', '9262']",Bajo,"[['Rosalina Perera-izquierdo', 'ildefonsomoles@yahoo.com', '+34746183632']]",183.0
10726,Desgaste,17-01-2024,Abierta,['399-58-2909'],"['7964', '9632']",Bajo,"[['Lucho Iglesia Rocamora', 'guijarrosocorro@hotmail.com', '+34747739258']]",170.0
10727,Rotura,25-09-2024,Cerrada,['981-41-8877'],['5471'],Bajo,"[['María Jesús Piñol', 'victorvina@yahoo.com', '+34953732138']]",-1.0
10728,Rotura,01-05-2024,Cerrada,['946-89-5700'],['13853'],Bajo,"[['Ámbar Adoración Alarcón Tudela', 'pespanol@canton.es', '+34951167558']]",137.0
10729,Mal funcionamiento,27-06-2024,Cerrada,['739-37-1384'],['1662'],Bajo,"[['Maite Villalba Valero', 'benigna08@gmail.com', '+34710631312']]",-1.0
10730,Desgaste,26-03-2024,Abierta,['301-29-0095'],['10025'],Bajo,"[['Renata Martí Miralles', 'geraldo92@hotmail.com', '+34970860256']]",-1.0
10731,Desgaste,31-05-2024,Abierta,['680-01-3482'],['9606'],Bajo,"[['Toni Solís Blasco', 'rgallo@hotmail.com', '+34909904123']]",-1.0
10732,Mal funcionamiento,18-04-2024,Cerrada,['965-78-7186'],['12872'],Bajo,"[['César Comas Llorens', 'trinipereira@pablo.net', '+34717252375']]",-1.0
10733,Desgaste,27-08-2024,Abierta,['542-75-8132'],['6716'],Bajo,"[['Juan José Soria-valderrama', 'pcasado@gmail.com', '+34749435498']]",-1.0
10734,Mal funcionamiento,04-02-2024,Abierta,['002-07-7437'],['14006'],Bajo,"[['Jacinta Galan Agustí', 'eulalia77@coloma.es', '+34735803807']]",162.0
10735,Vandalismo,07-02-2024,Abierta,['305-88-1519'],['10195'],Bajo,"[['Natanael De Gallo', 'cpou@hotmail.com', '+34724587325']]",190.0
10736,Desgaste,24-11-2023,Abierta,['206-71-6960'],['3784'],Bajo,"[['Jordi Villanueva Castellanos', 'vicenta40@royo.com', '+34732737555']]",295.0
10737,Desgaste,19-10-2023,Cerrada,['746-36-6547'],"['64', '4225']",Bajo,"[['Jeremías Lucas Bustamante', 'meleroisaac@armas.es', '+34890456201']]",25.0
10738,Mal funcionamiento,24-01-2024,Cerrada,['408-50-0231'],['5560'],Bajo,"[['Marcial Quiroga Pallarès', 'ariadnafarre@paez-caceres.com', '+34705955319']]",87.0
10739,Rotura,20-12-2023,Cerrada,['973-82-8985'],['3029'],Bajo,"[['Haroldo Arranz-zamora', 'coellodominga@moliner.es', '+34952094307']]",41.0
10740,Desgaste,04-01-2024,Abierta,['776-28-5734'],"['1289', '5473']",Bajo,"[['Luz Modesta Heras Muñoz', 'escrivanicanor@yahoo.com', '+34626274156']]",194.0
10741,Rotura,12-03-2024,Cerrada,['725-06-7096'],['8785'],Bajo,"[['Samanta Del Marquez', 'jrosello@planas.com', '+34728991942']]",-1.0
10742,Vandalismo,27-12-2023,Cerrada,['987-27-3238'],"['5253', '14252']",Bajo,"[['Bonifacio Galvez Segura', 'adolfocasares@mulet.com', '+34653324106']]",265.0
10743,Mal funcionamiento,03-11-2023,Cerrada,['153-32-2560'],['2822'],Bajo,"[['Augusto Casas Alonso', 'rafaelagonzalez@gmail.com', '+34731271008']]",-1.0
10744,Mal funcionamiento,25-06-2024,Cerrada,['252-66-1363'],['14358'],Bajo,"[['Rico Briones Soriano', 'juan-luislara@barrena.com', '+34972806167']]",-1.0
10745,Rotura,20-01-2024,Abierta,['668-78-3400'],['12392'],Bajo,"[['Pánfilo Jordi Solís Cifuentes', 'aranzazupujol@hotmail.com', '+34715960526']]",-1.0
10746,Mal funcionamiento,15-02-2024,Abierta,['905-84-7633'],['12939'],Bajo,"[['Aitor Blanch Paz', 'zorrillafabiana@hotmail.com', '+34722528630']]",-1.0
10747,Rotura,20-02-2024,Abierta,['393-11-7928'],"['1336', '13356']",Bajo,"[['Isaías Tudela Baró', 'leonelroldan@conde.net', '+34720171379']]",135.0
10748,Rotura,03-09-2024,Abierta,['887-79-2189'],"['4711', '12837']",Bajo,"[['Ruy Zurita-paredes', 'ibellido@jaume.com', '+34726174691']]",-1.0
10749,Desgaste,23-07-2024,Cerrada,['180-99-9379'],['6659'],Bajo,"[['Edu Del Sainz', 'josejodar@requena.com', '+34701386307']]",-1.0
10750,Vandalismo,18-01-2024,Abierta,['268-56-6482'],['8191'],Bajo,"[['Máxima Ayuso Blanca', 'ucampillo@yahoo.com', '+34731460865']]",144.0
10751,Vandalismo,04-02-2024,Abierta,['579-25-0728'],"['538', '14872']",Bajo,"[['Mauricio Tejero', 'rieraangela@roman.es', '+34637289683']]",157.0
10752,Vandalismo,21-05-2024,Cerrada,['315-71-7038'],"['4711', '12837']",Bajo,"[['Angelino Escamilla-gabaldón', 'mruiz@bertran.net', '+34676399924']]",-1.0
10753,Desgaste,31-07-2024,Abierta,['172-85-5005'],['3180'],Bajo,"[['Emilio Oliver Alberdi', 'amparo05@pinto.es', '+34729518848']]",-1.0
10754,Desgaste,09-03-2024,Cerrada,['289-86-1003'],"['6539', '12727']",Bajo,"[['María Dalmau Gonzalez', 'ikermir@rebollo.es', '+34619127072']]",190.0
10755,Desgaste,19-05-2024,Abierta,['490-39-3668'],['2858'],Bajo,"[['Gustavo Ariza', 'ybarbera@asensio.com', '+34745819694']]",-1.0
10756,Vandalismo,28-04-2024,Cerrada,['603-07-9472'],"['164', '7541']",Bajo,"[['Segismundo Pino Suarez', 'mauramartinez@conde.com', '+34732379616']]",138.0
10757,Desgaste,19-02-2024,Cerrada,['524-09-3706'],['5389'],Bajo,"[['Julieta Pedro Cervantes', 'magdalena39@gmail.com', '+34889007749']]",104.0
10758,Rotura,09-09-2024,Abierta,['575-93-9281'],"['6455', '7811']",Bajo,"[['Sigfrido Onofre Pozo Céspedes', 'bustamanteeugenia@yahoo.com', '+34747890034']]",-1.0
10759,Desgaste,25-03-2024,Abierta,['852-91-3662'],['7527'],Bajo,"[['Reyes Teófilo Vélez Peñalver', 'martinadriana@canales.org', '+34722212071']]",-1.0
10760,Rotura,08-11-2023,Cerrada,['316-43-3437'],['14938'],Bajo,"[['Amaro Nieto', 'nilo03@yahoo.com', '+34713010345']]",302.0
10761,Mal funcionamiento,15-01-2024,Abierta,['759-46-9116'],['11534'],Bajo,"[['Juan Manuel Guerra Valderrama', 'xdomenech@heras.net', '+34721042159']]",252.0
10762,Mal funcionamiento,17-04-2024,Cerrada,['372-25-5627'],['11828'],Bajo,"[['Candelas Arribas Tamarit', 'tcarbo@hotmail.com', '+34923413588']]",-1.0
10763,Mal funcionamiento,19-12-2023,Abierta,['989-43-8342'],"['4397', '4960']",Bajo,"[['Calixta Barco Amador', 'waguilar@figueras.com', '+34732684949']]",246.0
10764,Vandalismo,31-03-2024,Cerrada,['585-59-0773'],['2074'],Bajo,"[['Filomena De Hoz', 'edelmirafuster@gmail.com', '+34745565350']]",-1.0
10765,Rotura,16-08-2024,Abierta,['931-10-8566'],['5805'],Bajo,"[['Reynaldo Del Sanabria', 'fabiola95@yahoo.com', '+34899938939']]",-1.0
10766,Mal funcionamiento,14-05-2024,Cerrada,['445-92-8881'],['10078'],Bajo,"[['Domitila Alcántara Azcona', 'dropero@hotmail.com', '+34973632407']]",-1.0
10767,Rotura,23-09-2024,Cerrada,['251-45-7844'],"['7015', '8734']",Bajo,"[['Angelita Chico', 'graciela29@yahoo.com', '+34735911782']]",-1.0
10768,Mal funcionamiento,15-11-2023,Abierta,['418-98-0564'],['14451'],Bajo,"[['Pepe Torralba', 'feliuasuncion@codina.com', '+34716315844']]",213.0
10769,Vandalismo,21-05-2024,Abierta,['440-22-4871'],['11488'],Bajo,"[['Eloísa Mas Borrego', 'jbautista@seco-torrecilla.es', '+34709838992']]",-1.0
10770,Desgaste,03-06-2024,Abierta,['687-80-6687'],['11544'],Bajo,"[['Salomón Iglesia-naranjo', 'teodosiopenalver@tapia.com', '+34708066106']]",53.0
10771,Mal funcionamiento,06-01-2024,Abierta,['794-77-8850'],"['1733', '11172']",Bajo,"[['Teresita Cases-alcalá', 'fernanda04@pineda.es', '+34687035158']]",54.0
10772,Mal funcionamiento,04-01-2024,Abierta,['121-87-5151'],['6303'],Bajo,"[['Delfina Verdejo Garmendia', 'menendezagata@gmail.com', '+34720687572']]",72.0
10773,Mal funcionamiento,10-02-2024,Cerrada,['084-55-1832'],['8371'],Bajo,"[['Eligia Garrido Vara', 'haroldo14@crespo.com', '+34748711765']]",-1.0
10774,Rotura,29-01-2024,Cerrada,['767-09-4728'],['9277'],Bajo,"[['Liliana Tomas Salom', 'eleuterio84@hernando-mayoral.com', '+34732333665']]",-1.0
10775,Desgaste,18-11-2023,Cerrada,['538-84-9392'],['12263'],Bajo,"[['Eloy Manuel-noriega', 'benita54@cerezo-cerro.es', '+34739636350']]",49.0
10776,Desgaste,17-08-2024,Cerrada,['404-67-4765'],['7187'],Bajo,"[['Damián Solé Vilalta', 'jimenezponcio@gmail.com', '+34984468777']]",-1.0
10777,Rotura,11-07-2024,Cerrada,['919-97-0027'],"['537', '2331']",Bajo,"[['Baudelio Orozco-ávila', 'amandocolomer@hotmail.com', '+34735743119']]",44.0
10778,Rotura,12-05-2024,Cerrada,['993-37-2377'],['4308'],Bajo,"[['Ana Iglesias', 'oscararias@gmail.com', '+34746558768']]",-1.0
10779,Desgaste,21-03-2024,Cerrada,['044-11-1527'],['10469'],Bajo,"[['Baltasar Arribas', 'jbello@yahoo.com', '+34632331951']]",-1.0
10780,Mal funcionamiento,28-01-2024,Cerrada,['499-76-8102'],['6707'],Bajo,"[['Águeda Hervia Cabeza', 'chus72@rocamora-moran.es', '+34953027851']]",253.0
10781,Rotura,07-03-2024,Abierta,['019-77-4340'],['5427'],Bajo,"[['Nico Carvajal Plaza', 'oriana44@yahoo.com', '+34733199216']]",126.0
10782,Desgaste,15-01-2024,Abierta,['373-49-6238'],"['735', '10242']",Bajo,"[['Artemio Abad Camacho', 'kcasal@tirado-reig.net', '+34747104588']]",87.0
10783,Rotura,11-05-2024,Abierta,['649-18-2630'],['3527'],Bajo,"[['Luís Segovia Palacio', 'yguerrero@gmail.com', '+34740696533']]",-1.0
10784,Rotura,24-11-2023,Abierta,['687-27-0788'],['12232'],Bajo,"[['Isaac Heredia Bosch', 'peinadomelania@hotmail.com', '+34739066445']]",58.0
10785,Mal funcionamiento,26-03-2024,Cerrada,['063-93-0816'],"['1401', '4305']",Bajo,"[['Hermenegildo Goicoechea Terrón', 'rociogimenez@hotmail.com', '+34744060755']]",-1.0
10786,Rotura,03-04-2024,Cerrada,['344-08-1449'],['8573'],Bajo,"[['Hector Juárez Miguel', 'consuelabarragan@aguirre.es', '+34985618341']]",-1.0
10787,Desgaste,14-05-2024,Cerrada,['336-56-1396'],['8270'],Bajo,"[['Maxi Mármol-mesa', 'eloy45@yahoo.com', '+34730815095']]",-1.0
10788,Mal funcionamiento,16-06-2024,Cerrada,['656-41-7415'],"['6455', '7811']",Bajo,"[['Alba Palmer Tejera', 'titonunez@yahoo.com', '+34714379841']]",75.0
10789,Rotura,16-08-2024,Abierta,['635-77-4518'],"['3703', '7520']",Bajo,"[['Herminia Del Guillén', 'melisa23@gmail.com', '+34741643961']]",53.0
10790,Rotura,03-01-2024,Cerrada,['480-32-4194'],['6858'],Bajo,"[['Sol Torralba Riba', 'debora19@diaz.es', '+34827647878']]",38.0
10791,Desgaste,26-11-2023,Cerrada,['044-11-1527'],['13846'],Bajo,"[['Baltasar Arribas', 'jbello@yahoo.com', '+34632331951']]",99.0
10792,Rotura,11-02-2024,Abierta,['799-34-8020'],['9618'],Bajo,"[['Nicolasa Bustos', 'barbaradonoso@sole.net', '+34685361140']]",-1.0
10793,Rotura,02-06-2024,Abierta,['009-67-9245'],['107'],Bajo,"[['Gerardo Iniesta Morell', 'vilma02@rivas.com', '+34720955059']]",-1.0
10794,Desgaste,12-02-2024,Abierta,['362-18-7973'],['3088'],Bajo,"[['Javier Valentín-cózar', 'ginermarcial@maestre.org', '+34959120929']]",124.0
10795,Rotura,14-01-2024,Abierta,['491-63-5063'],['4400'],Bajo,"[['Heliodoro Casal Morante', 'caballeroreynaldo@otero-baron.org', '+34728806925']]",-1.0
10796,Mal funcionamiento,01-10-2024,Abierta,['128-68-5430'],['500'],Bajo,"[['Óscar Benavente Tejedor', 'josefa71@blanch-soriano.com', '+34710704667']]",-1.0
10797,Vandalismo,26-02-2024,Cerrada,['351-75-6074'],"['975', '7656']",Bajo,"[['Ramiro Borrell Canet', 'almeidaedmundo@lorenzo.com', '+34720528102']]",39.0
10798,Rotura,28-01-2024,Abierta,['246-26-1797'],['8507'],Bajo,"[['Felipe Plinio Tello Andreu', 'evangelina00@duran-morata.es', '+34743702807']]",96.0
10799,Rotura,10-06-2024,Abierta,['422-77-9769'],['2604'],Bajo,"[['Paula Ibáñez-pastor', 'naciomontenegro@zabala-valderrama.com', '+34915648592']]",15.0
10800,Desgaste,05-03-2024,Abierta,['802-38-9700'],"['708', '2917']",Bajo,"[['Juan Antonio Ortuño Cañete', 'regina18@hotmail.com', '+34947680298']]",214.0
10801,Desgaste,04-07-2024,Abierta,['568-33-5533'],['14796'],Bajo,"[['Melchor Cabezas Narváez', 'oplana@yahoo.com', '+34708425420']]",37.0
10802,Rotura,09-06-2024,Abierta,['590-46-5461'],"['8931', '10286', '12956']",Bajo,"[['Hilario Sigfrido Romero Torrens', 'doller@garriga-alcolea.net', '+34711592015']]",125.0
10803,Mal funcionamiento,13-01-2024,Cerrada,['774-95-5871'],"['8789', '9392']",Bajo,"[['Cayetana Ramos Arteaga', 'imeldasalvador@gmail.com', '+34717357296']]",145.0
10804,Desgaste,26-04-2024,Abierta,['609-64-3774'],['2140'],Bajo,"[['Trini Florentina Ripoll Garcés', 'rodrigueznazario@agustin.es', '+34695383278']]",148.0
10805,Mal funcionamiento,29-11-2023,Abierta,['180-03-5296'],['4806'],Bajo,"[['Rosa María Gomila Valero', 'dieguezleoncio@salamanca-pomares.org', '+34736682807']]",112.0
10806,Mal funcionamiento,23-06-2024,Abierta,['127-17-2456'],['6207'],Bajo,"[['Anselmo Colom-tejera', 'rizquierdo@iriarte.es', '+34748416607']]",-1.0
10807,Vandalismo,20-08-2024,Abierta,['696-58-0676'],['1440'],Bajo,"[['Diana Cánovas Sevillano', 'hipolito90@yahoo.com', '+34818051004']]",-1.0
10808,Rotura,04-01-2024,Abierta,['498-77-7508'],['7494'],Bajo,"[['Atilio Crespo', 'hilario48@portillo-canet.es', '+34652922046']]",144.0
10809,Rotura,17-01-2024,Cerrada,['690-39-4985'],['6526'],Bajo,"[['Delfina Lumbreras Gámez', 'duranjoaquina@hotmail.com', '+34959992383']]",257.0
10810,Mal funcionamiento,04-10-2024,Abierta,['722-36-0546'],['6605'],Bajo,"[['Almudena Cepeda', 'aranzazugarriga@yahoo.com', '+34744854075']]",-1.0
10811,Desgaste,14-03-2024,Cerrada,['602-37-9857'],['1924'],Bajo,"[['Bartolomé Maldonado Marco', 'pujolbienvenida@hotmail.com', '+34966199168']]",143.0
10812,Vandalismo,14-01-2024,Cerrada,['212-62-9248'],['3864'],Bajo,"[['Alejo Del Colomer', 'lmontalban@gisbert.org', '+34742543871']]",105.0
10813,Mal funcionamiento,21-08-2024,Cerrada,['723-65-7255'],['5850'],Bajo,"[['Abril De Palacios', 'upozo@bernat.es', '+34708112927']]",-1.0
10814,Vandalismo,10-07-2024,Abierta,['170-48-2870'],['9872'],Bajo,"[['Guiomar Jordán Miguel', 'teofilo97@gmail.com', '+34744921871']]",-1.0
10815,Rotura,09-02-2024,Abierta,['591-81-4932'],['4113'],Bajo,"[['Prudencio Carballo Pol', 'vilaplanaanselmo@yahoo.com', '+34711362974']]",-1.0
10816,Desgaste,05-08-2024,Cerrada,['038-17-9496'],['8542'],Bajo,"[['Ibán Peñas Cuadrado', 'vrocamora@carretero.net', '+34707967808']]",-1.0
10817,Desgaste,30-07-2024,Cerrada,['665-33-5661'],['11157'],Bajo,"[['Elisa Hoyos Tello', 'pinedomagdalena@yahoo.com', '+34618912018']]",-1.0
10818,Vandalismo,30-09-2024,Abierta,['482-42-8095'],['10765'],Bajo,"[['Genoveva Angulo', 'carbonellflorinda@vergara-carbo.com', '+34696099622']]",-1.0
